"nom_commercial","raison_sociale","email","telephone","website","adresse","ville","region","pays","code_postal","secteur_activite","taille_entreprise","type_entreprise","nombre_employes","chiffre_affaires","description","siren","siret","code_naf","qualification_score","score_pct","qualification","enrich_score","email_mx_verified","criteria_met","criteria_total","source","source_origin","email_valid","website_active","linkedin_url","created_at","is_converted","is_deleted","job_id","nlp_confidence","secteur_activite_id","secteur_activite_scraped","sector_confidence","updated_at"
"SECUR CLOUD","SECUR CLOUD","","","","2 RUE SAINT-HILAIRE 92700 COLOMBES","Colombes","Île-de-France","France","92700","Cloud computing","","","","","","879699973","87969997300019","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"SALES CLOUD","SALES CLOUD","","","","26 RUE DE BELFORT 92400 COURBEVOIE","Courbevoie","Île-de-France","France","92400","Commerce de détail","","","","","","948348156","94834815600019","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","0.525","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"CLOUD QUANTUM","CLOUD QUANTUM","","","","ETAGE 4D 16 RUE ALPHONSE DAUDET 75014 PARIS","Paris","Île-de-France","France","75014","Cloud computing","","","","","","949481568","94948156800010","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"L&B CLOUD","L&B CLOUD","","","","12 PLACE MICHEL ANGE 78400 CHATOU","Chatou","Île-de-France","France","78400","Cloud computing","","","","","","919540708","91954070800014","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"JDBD CLOUD","JDBD CLOUD","","","","33 RUE LINOIS 75015 PARIS","Paris","Île-de-France","France","75015","Cloud computing","","","","","","911865558","91186555800017","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"CLOUD NETWORK","CLOUD NETWORK","","","","BUREAU 326 59 RUE DE PONTHIEU 75008 PARIS","Paris","Île-de-France","France","75008","Télécommunications","","","","","","852862242","85286224200025","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","0.482","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"HIGH CLOUD","HIGH CLOUD","","","","3 RUE BERNIER 94340 JOINVILLE-LE-PONT","Joinville-le-Pont","Île-de-France","France","94340","Cloud computing","","","","","","949456214","94945621400020","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"CLOUD STACKER","CLOUD STACKER","","","","20 RUE DU PORT 93200 SAINT-DENIS","Saint-Denis","Île-de-France","France","93200","Cloud computing","","","","","","949757298","94975729800011","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"AMZ CLOUD","AMZ CLOUD","","","","35 RUE DE L'AIGLE 92250 LA GARENNE-COLOMBES","La Garenne-Colombes","Île-de-France","France","92250","Cloud computing","","","","","","953721453","95372145300017","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"CLOUD SOURCE","CLOUD SOURCE","","","","5 MAIL GALLIENI 93160 NOISY-LE-GRAND","Noisy-le-Grand","Île-de-France","France","93160","Ressources humaines","","","","","","978941201","97894120100011","62.02A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:15:49.396562","","False","","0.372","1","Non spécifié","0.5","2026-04-21T13:15:49.396562"
"BERTRAND PARIS","BERTRAND PARIS","","","","9 RUE DE GARCHES 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Restauration","","","","","","791755481","79175548100037","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.347","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"LAURENT PAUMELLE","LAURENT PAUMELLE","","","","21 AVENUE DE LA POMMERAIE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Non spécifié","","","","","","538474255","53847425500014","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"ADOMIOS (DOCTEUR INFORMATIQUE)","ADOMIOS","","","","153 LES BUREAUX DE LA COLLINE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Marketing & Communication","","","","","","804956670","80495667000017","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.31","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"THIBAULT SEMINEL","THIBAULT SEMINEL","","","","21 GRANDE RUE 78170 LA CELLE-SAINT-CLOUD","La Celle-Saint-Cloud","Île-de-France","France","78170","Non spécifié","","","","","","788505055","78850505500012","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"GEOFFROY LACARRIERE (VALKYRY)","GEOFFROY LACARRIERE (VALKYRY)","","","","38 RES STE CLAIRE 78170 CELLE-SAINT-CLOUD (LA)","Celle-Saint-Cloud (la)","Île-de-France","France","78170","Non spécifié","","","","","","818009516","81800951600035","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"FRANCIS NAUDIN","FRANCIS NAUDIN","","","","1 SQUARE DE VALENSOLE 78310 MAUREPAS","Maurepas","Île-de-France","France","78310","Non spécifié","","","","","","532311958","53231195800021","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"CATALIN SORICA","CATALIN SORICA","","","","RESIDENCE PARC DE ST CLOUD 9A 829 1 RUE DE MARNES 92410 VILLE-D'AVRAY","Ville-d'Avray","Île-de-France","France","92410","Non spécifié","","","","","","812539468","81253946800023","62.09Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:00.511365","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:00.511365"
"SIGNAL18 CLOUD","SIGNAL18 CLOUD","","","","10 VILLA SAINT-MICHEL 75018 PARIS","Paris","Île-de-France","France","75018","Cloud computing","","","","","","848213997","84821399700028","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723101","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723101"
"CLOUD FIVE","CLOUD FIVE","","","","55 RUE VICTOR HUGO 92400 COURBEVOIE","Courbevoie","Île-de-France","France","92400","Cloud computing","","","","","","920875184","92087518400011","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723101","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723101"
"XIWO CLOUD (XIWO CLOUD)","XIWO CLOUD","","","","34 AVENUE DES CHAMPS ELYSEES 75008 PARIS","Paris","Île-de-France","France","75008","Cloud computing","","","","","","908671043","90867104300010","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723101","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723101"
"SUNLOG CLOUD","SUNLOG CLOUD","","","","51 AVENUE DU MARECHAL JOFFRE 92000 NANTERRE","Nanterre","Île-de-France","France","92000","Cloud computing","","","","","","882455173","88245517300014","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723101","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723101"
"ANNA CLOUD","ANNA CLOUD","","","","66 AVENUE DES CHAMPS ELYSEES 75008 PARIS","Paris","Île-de-France","France","75008","Cloud computing","","","","","","981891468","98189146800010","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"HORIZON CLOUD SERVICES","HORIZON CLOUD SERVICES","","","","2 A RUE DE LA BRIQUETERIE 94290 VILLENEUVE-LE-ROI","Villeneuve-le-Roi","Île-de-France","France","94290","Cloud computing","","","","","","892096561","89209656100022","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.451","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"EURIS HEALTH CLOUD (CLOUD SANTE)","EURIS HEALTH CLOUD","","","","116 RUE DE SILLY 92100 BOULOGNE-BILLANCOURT","Boulogne-Billancourt","Île-de-France","France","92100","Santé","","","","","","408760130","40876013000042","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.326","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"CLOUD TECHNOLOGY SERVICES (YES WE CLOUD)","CLOUD TECHNOLOGY SERVICES","","","","20 RUE ALBERT EINSTEIN 77420 CHAMPS-SUR-MARNE","Champs-sur-Marne","Île-de-France","France","77420","Santé","","","","","","892370479","89237047900024","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.351","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"MILLENIUM CLOUD","MILLENIUM CLOUD","","","","26 RUE BOSQUET 75007 PARIS","Paris","Île-de-France","France","75007","Cloud computing","","","","","","922131842","92213184200010","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"YZOC","YZOC","","","","LE SURENA - FACE AU 5 QUAI MARCEL DASSAULT 92150 SURESNES","Suresnes","Île-de-France","France","92150","Non spécifié","","","","","","914601059","91460105900019","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"NET INTERACTIVE (NETINTERACTIVE)","NET INTERACTIVE","","","","LES BUREAUX DE LA COLLINE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Télécommunications","","","","","","510663701","51066370100033","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.305","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"MCDL CONSULTING","MCDL CONSULTING","","","","12 RUE VINCENT VAN GOGH 91440 BURES-SUR-YVETTE","Bures-sur-Yvette","Île-de-France","France","91440","Éducation & Formation","","","","","","823680301","82368030100038","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.311","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"OPTIN DATA","OPTIN DATA","","","","69 AVENUE PIERRE GRENIER 92100 BOULOGNE-BILLANCOURT","Boulogne-Billancourt","Île-de-France","France","92100","Intelligence artificielle","","","","","","831357850","83135785000039","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.304","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"ANTOINE DEJOIE","ANTOINE DEJOIE","","","","69 AVENUE DE L'ABREUVOIR 78170 LA CELLE-SAINT-CLOUD","La Celle-Saint-Cloud","Île-de-France","France","78170","Non spécifié","","","","","","905268843","90526884300026","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"HP PROMOTION SARL","HP PROMOTION SARL","","","","242 B RUE DU FBG ST ANTOINE 75012 PARIS 12","Paris 12","Île-de-France","France","75012","Marketing & Communication","","","","","","429661291","42966129100022","63.11Z","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:05.723611","","False","","0.304","1","Non spécifié","0.5","2026-04-21T13:16:05.723611"
"CLOUD ASSESSOR","CLOUD ASSESSOR","","","","20 BOULEVARD DE GRENELLE 75015 PARIS","Paris","Île-de-France","France","75015","Ressources humaines","","","","","","881260996","88126099600015","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","0.312","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
"SYNAPSE","SYNAPSE","","","","196 LES BUREAUX DE LA COLLINE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Non spécifié","","","","","","391032455","39103245500027","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
"IPLS COMMUNICATION (IPLS)","IPLS COMMUNICATION","","","","176 LES BUREAUX DE LA COLLINE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Télécommunications","","","","","","815265038","81526503800027","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","0.392","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
"ARES SAS (ARES)","ARES SAS","","","","8 RUE GASTON LATOUCHE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Non spécifié","","","","","","810591289","81059128900022","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
"XELYA (XELYA)","XELYA","","","","174 BUREAUX DE LA COLLINE 1 RUE ROYALE 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Non spécifié","","","","","","480607894","48060789400031","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","0.0","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
"MBK CORP (MBK CLOUD)","MBK CORP","","","","5 RUE DU CNL PIERRE BROSSOLETTE 94480 ABLON-SUR-SEINE","Ablon-sur-Seine","Île-de-France","France","94480","Cloud computing","","","","","","913144085","91314408500010","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","1.0","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
"PHOENIX GLOBAL TECHNOLOGY","PHOENIX GLOBAL TECHNOLOGY","","","","3 RUE DE CRILLON 92210 SAINT-CLOUD","Saint-Cloud","Île-de-France","France","92210","Éducation & Formation","","","","","","897553780","89755378000015","58.29A","20","20.0","NON_QUALIFIE","0","False","3","9","annuaire-entreprises.data.gouv.fr","annuaire-entreprises.data.gouv.fr","False","False","","2026-04-21T13:16:13.728323","","False","","0.364","1","Non spécifié","0.5","2026-04-21T13:16:13.728323"
